664,216
675,440
918,438
854,268
664,215
676,438
474,452
519,202
691,635
675,437
474,448
504,610
691,637
673,442
918,436
909,630
692,704
693,636
912,629
869,712
691,706
693,635
503,610
513,674
693,632
667,148
715,182
732,634
668,149
669,217
519,201
542,144
717,184
718,232
856,272
849,221
855,272
919,439
1181,426
1112,294
919,439
1181,426
1142,634
908,627
1143,632
906,626
865,713
1120,728
1109,239
1110,295
852,269
848,224
1183,426
1252,438
1219,684
1135,677
1110,241
1109,292
1184,429
1205,346
1205,345
1181,425
1251,443
1257,359
505,608
352,580
356,646
510,675
353,584
504,612
470,445
350,426
526,205
471,448
349,426
427,198
545,140
525,207
425,197
471,133

